"Zabłocie Business Park",19.9660946,50.0490813
"Budynek mieszkalny",19.936437,50.09759299999999
"Park",19.9403528,50.0659365
"KRN media Sp. z o.o.",19.9273783,50.0647302
"Mix-Nieruchomości",19.9506996,50.0526099
"NIRAS Polska Sp. z o.o.",19.9743569,50.086315
"RE/MAX Duo V",19.9407841,50.035518
"Buma",19.9626898,50.0584731
"Proins B.K. Biuro nieruchomości",19.9638571,50.03812569999999
"Dominika Dąbrowska",19.9407841,50.035518
"Bonarka for Business",19.9517713,50.0263894
"Bursztynowy Dom",19.9722197,50.0748682
"Elektro Proces Sp. z o.o. FPU",20.0013164,50.05259539999999
"Regus - Krakow, Equal Park Building C",19.9662717,50.0401441
"Meating Point Wielicka 30",19.9651076,50.039239
"Aptiv budynek F",19.9660966,50.0441137
"Tertium Business Park Kraków",19.9727097,50.0872533
"Bronowice Business Center 9 (BBC9)",19.8917072,50.0899212
"Cavatina - Krakow, Equal Park Building B",19.9662018,50.0398764
"Rondo Business Park I",19.9728227,50.0861498
