"signalId","signalSystemId","x","y"
"3153156114","88","419950.6248982645","5549353.584164918"
"2193258404","88","420102.19783952215","5549225.183624959"
"2501311336","88","420139.57728305715","5549234.021771835"
"1690275132","90","428694.90889621223","5546519.079192637"
"1690275126","90","428753.61390419083","5546509.656215731"
"1690275165","90","428723.43815796764","5546609.673735988"
"1690275161","90","428799.0584759061","5546603.662101394"
"4514594774","90","428795.4298162581","5546554.236362767"
"267538291","92","422743.67576546","5547301.993584508"
"236151783","94","422993.49440700514","5546280.669496631"
"262210524","94","422961.5276513578","5546287.835616034"
"4516297213","96","431458.55426643445","5547228.178260363"
"4516297215","96","431470.8678909621","5547275.38113244"
"4516297212","96","431492.84939106886","5547220.899763487"
"4516297214","96","431505.2592533803","5547264.465184714"
"2981639822","98","431340.6443789784","5538450.053780425"
"2981639816","98","431303.4783487595","5538440.766555589"
"2452099153","98","431337.78648997","5538429.529499713"
"2452099156","98","431331.5841793367","5538428.852782999"
"4298062016","100","428665.4416183088","5540437.881878856"
"6949642865","100","428711.46035808045","5540425.393004208"
"287573814","100","428676.7018677395","5540415.458278489"
"1080043278","102","424056.5420372145","5547363.304754482"
"280865201","102","424002.6694704121","5547362.157641911"
"6143682452","104","432704.14787341445","5537318.735857365"
"6143682454","104","432690.59788376564","5537309.698615495"
"699818773","104","432681.93996274064","5537317.969313545"
"6143682453","104","432694.85697782587","5537323.989858956"
"2882692238","106","448580.951761556","5537453.279718513"
"2882692235","106","448583.89588378725","5537447.046916723"
"554125127","106","448590.683780193","5537451.396201076"
"1182514923","108","424524.45808476023","5544145.479088382"
"3119302225","108","424585.9568379499","5544047.764257013"
"1695136793","110","422241.7219477233","5549128.948910342"
"2229504750","110","422254.68735132995","5549113.780733525"
"1695136806","110","422273.7341879493","5549147.288081351"
"7003955849","112","420422.81811851193","5541192.841420323"
"7003955848","112","420464.95662503946","5541185.031637566"
"7003955850","112","420444.50890024693","5541155.765679772"
"7003955847","112","420414.4646378524","5541152.909192374"
"1983261412","114","423585.0696184514","5544607.277918932"
"1983261414","114","423508.3001137723","5544608.297064743"
"1243483338","114","423584.32285967626","5544653.761084835"
"1983261424","114","423584.1097715966","5544626.307654108"
"1983261427","114","423513.2246125402","5544638.707918293"
"1983261406","114","423502.36697500583","5544571.951176503"
"245421813","114","423410.24933836726","5544535.804088454"
"1862776768","114","423425.48590632575","5544574.719010174"
"207460778","114","423502.6858620975","5544779.555015355"
"2070095601","114","423494.6889614598","5544777.645434853"
"243350734","116","426165.4356558195","5552484.820250515"
"1782936789","118","421302.0669512339","5549075.838839157"
"264735070","118","421278.402325639","5549070.738333127"
"1782936761","118","421261.7425911267","5549052.0675467765"
"1782936607","118","421252.6862732564","5549050.243779539"
"236160072","120","422577.36906068213","5546704.689115985"
"1314394598","122","422793.3426364636","5544261.642069653"
"2265761083","122","422742.81373326125","5544228.44266514"
"1762770640","122","422788.0987908442","5544222.306622189"
"1762770677","122","422753.9103924184","5544268.894598366"
"1762770642","122","422796.6797629995","5544222.927885486"
"2550231517","124","425688.50622846716","5546874.445814109"
"207519163","124","425698.5878657458","5546872.659875544"
"2550231516","124","425709.6011521898","5546871.472633646"
"2550231520","124","425706.6714881998","5546881.099143509"
"2550231513","124","425692.85094347596","5546866.211919977"
"3097478647","126","422990.2211875979","5544330.532286263"
"3097478649","126","422991.02757184","5544381.586055755"
"3097478648","126","423021.2935157913","5544375.356763665"
"3097478646","126","423025.1459309949","5544324.069168102"
"370111978","128","430196.8639276593","5539258.096821072"
"699816846","128","430187.25605291815","5539249.581672193"
"207433776","130","423547.85606340936","5547234.985217676"
"207435069","130","423521.66815194645","5547256.511053818"
"3686673413","132","407069.241102263","5551488.169125815"
"5097470630","134","432242.6265319076","5537778.68585613"
"5097470631","134","432232.58050340577","5537759.263941804"
"5097470629","134","432191.57934914983","5537788.238249719"
"5097470632","134","432208.55248494167","5537796.430313184"
"268794051","136","422313.78332985705","5545057.452398492"
"2419732955","136","422232.4908561595","5545034.079340041"
"282909638","138","431713.4421651205","5546815.684070518"
"529083462","138","431718.58092844964","5546831.92055856"
"2378475176","140","427763.2737847749","5543611.908251631"
"2378475218","140","427796.01345051575","5543664.688024318"
"2378475150","140","427808.1270059933","5543581.556361139"
"2378475199","140","427844.66360563517","5543630.726725837"
"2000518081","142","421497.36264756846","5544681.962529236"
"30376964","142","421542.5381990244","5544675.038980432"
"2000518080","142","421579.0349680714","5544674.459424988"
"2000518077","142","421484.3088889443","5544649.770917673"
"2000518073","142","421516.15031809534","5544637.404708717"
"2000518079","142","421527.20964782947","5544671.304854313"
"1547396328","144","426998.24291806214","5547484.847039899"
"1747182943","144","426970.28216893907","5547519.96899992"
"1747182941","144","427000.9292395158","5547517.52647377"
"1547396336","144","426967.9035921109","5547519.256432379"
"1747182939","144","427001.61531220993","5547515.35975322"
"1684082592","146","434109.37963577587","5537928.946803181"
"1351352529","146","434102.22974516376","5537879.762527547"
"2090518307","146","434127.7488590325","5537933.191279702"
"34797864","146","434118.7831322414","5537880.326377663"
"2090518289","146","434100.70836667524","5537889.555592012"
"2090518301","146","434128.28401644994","5537923.065623288"
"1963427359","148","422652.12664029864","5539074.499851959"
"1963427372","148","422661.39516392443","5539127.165907909"
"1963427364","148","422675.7114966261","5539092.0078368215"
"1963427367","148","422638.90705881146","5539109.653277745"
"206347785","150","420922.7391540633","5548122.346812326"
"213566243","152","430455.67595040955","5549450.028938003"
"1234056580","152","430474.83069649356","5549465.71491373"
"2334788085","152","430495.0524360235","5549446.302721992"
"2334788079","152","430475.127528758","5549431.905524689"
"2334788090","152","430450.9685140471","5549451.113284672"
"2596926185","154","419965.2689727275","5548765.533028502"
"276630152","156","424405.6185678748","5539806.099292526"
"3071777308","156","424358.9185256667","5539805.123614278"
"276630138","156","424348.1524990022","5539807.077096308"
"276630146","156","424360.2195978478","5539789.14753549"
"276630223","156","424301.5001946753","5539727.2912538"
"263900186","156","424288.59693284845","5539730.67620908"
"699818809","158","432735.45299863","5537495.438976127"
"3204598263","160","425849.7393378557","5543456.226427256"
"3204598262","160","425861.970487595","5543449.896318564"
"1540113003","162","422692.2253783901","5542695.610822091"
"245367999","162","422693.40061867295","5542707.548382183"
"1801883901","162","422685.22701491066","5542698.102791219"
"316801008","164","426128.11301803996","5544568.782051792"
"316801000","164","426114.50028417294","5544551.121844127"
"2566089224","166","423035.6816795339","5543027.824045876"
"5258265401","166","423075.41477040993","5543061.28159523"
"1803095915","166","423035.7347171146","5543018.559921676"
"322057499","166","423054.12603161356","5543086.130469028"
"2377094012","168","432123.6007519419","5543299.194156475"
"2377094024","168","432176.7169330981","5543316.924530221"
"2377094029","168","432150.7872711946","5543338.703739139"
"2377500422","170","430303.2462247113","5543346.918860343"
"2377500415","170","430289.230360393","5543293.046397175"
"2377500417","170","430345.818181839","5543332.11978829"
"1710282925","172","417812.6365792202","5551072.841663683"
"1710283006","172","417782.80472734","5551103.071597242"
"1710282934","172","417748.8637250812","5551074.535415377"
"1879243276","174","425083.5971625848","5542441.66314511"
"613775637","174","425098.14502936375","5542447.208834363"
"267567174","176","419080.02157921373","5550142.143233931"
"2276829756","176","419069.9633778931","5550134.566665396"
"2516752319","178","429419.7676683806","5548626.05782751"
"1702742568","178","429455.47723540757","5548651.985795128"
"2964104810","178","429432.6063075906","5548671.759386009"
"1702742563","178","429401.8526412009","5548645.098874204"
"1702742524","178","429418.29944134864","5548621.073098278"
"1774391569","180","422142.0694604819","5542504.503951949"
"2953371169","180","422079.9007163349","5542608.629069434"
"2953371571","180","422132.77856325527","5542513.8802208025"
"245226506","180","422138.3172890259","5542516.924534597"
"245371090","180","422088.20073662326","5542608.463793276"
"535191551","182","427170.48827438283","5556773.393302128"
"535191526","182","427159.14602755953","5556842.072991516"
"1420320326","184","424469.4300384206","5542668.963700126"
"1798879420","184","424477.3264664115","5542655.941513061"
"272505857","184","424507.13858603686","5542787.92056289"
"272505855","184","424493.19473627355","5542805.376081836"
"272505884","184","424501.67928472324","5542906.696759156"
"1798879449","184","424508.27502149355","5542923.873732828"
"272504187","184","424574.7238615848","5542816.003288051"
"1798879444","184","424581.0327115677","5542831.638652138"
"2492535499","186","431016.49832593853","5547034.4907625895"
"2492535501","186","431076.6716585059","5547044.779232013"
"506889779","186","431057.03459274746","5547078.2261373345"
"206370409","186","431125.9598409639","5547015.698646023"
"2492535497","186","431172.0001011296","5547019.48706199"
"1847668491","188","426175.2475317655","5553938.958057423"
"1919688520","190","425543.3171210395","5546742.998443347"
"207518766","190","425517.94703536876","5546731.986725233"
"207519161","190","425536.0217775896","5546741.854553599"
"699818897","192","433389.34588174446","5537392.001382769"
"1483996919","194","420429.90833179455","5549066.4708439"
"32067558","194","420410.2113602399","5549040.563795313"
"206346644","196","419926.56024459307","5548369.769679399"
"2921820923","198","425565.52909896703","5540580.726647601"
"2921820916","198","425602.7956272779","5540557.757079886"
"2921820932","198","425616.08812623273","5540605.723441722"
"2921820935","198","425580.91961766046","5540614.629946085"
"2244507475","200","425586.15921437973","5543813.20080579"
"2244507478","200","425633.0610332314","5543847.744817488"
"2244507476","200","425632.05789336684","5543812.6628777"
"2244507479","200","425582.19079799566","5543850.220096538"
"2244507477","200","425636.543562022","5543838.611084815"
"277285473","200","425640.02828641504","5543814.687236342"
"269651977","202","423238.82288597035","5549079.855995849"
"1849455845","204","438904.01122174726","5537081.327328417"
"271606151","206","448993.544010725","5536826.047789086"
"280606828","208","426756.12023725786","5541491.357261124"
"280606906","208","426733.0196660875","5541490.716891254"
"261737379","210","419426.0605023026","5546629.2773887515"
"2961240979","212","428116.49691302684","5547308.203049364"
"964568227","212","428100.7062130397","5547343.1219005715"
"1692479649","212","428127.24668895744","5547329.509586954"
"1692479646","212","428084.4615548106","5547306.509942236"
"262053922","214","423684.09523274517","5548525.723172192"
"262053871","214","423665.30026690353","5548504.851461205"
"262053916","214","423731.239873881","5548547.102127227"
"262053873","214","423686.6796832343","5548510.284303324"
"262380653","214","423713.0391410966","5548524.73161934"
"262378776","214","423795.0079102122","5548590.185231894"
"262378774","214","423802.4247871707","5548580.927256973"
"1688065285","214","423735.7375665918","5548549.895914967"
"1688065053","214","423724.1312392222","5548482.704422118"
"699816869","216","430347.39625915023","5539024.818863744"
"699816867","216","430359.0974308775","5539032.795578205"
"2452099518","216","430330.5459801159","5539037.047528076"
"292029373","218","416093.28892717214","5536295.348012289"
"2378475223","220","426767.9241206985","5543679.568808559"
"2378475208","220","426805.7958123902","5543660.212930502"
"206351424","222","422407.63743020815","5548354.220963073"
"206351226","222","422397.1670295974","5548277.240446357"
"2410430541","224","425785.5970062024","5548613.344486289"
"2410430538","224","425784.33162677207","5548600.028646153"
"1849482577","226","433651.6854400025","5538416.438319502"
"2090552434","226","433601.1710480978","5538386.495138184"
"2090552435","226","433656.9673043344","5538388.528724618"
"2090492513","226","433606.5295192407","5538364.789445612"
"3006589887","228","420407.15933984553","5539963.183163543"
"4411697973","230","422277.3312904856","5538087.466841872"
"227454589","232","424083.79167638","5549038.980659155"
"1371563520","234","423048.74840475316","5542586.920544905"
"1883217614","234","423027.2323967747","5542554.73581563"
"1785417496","234","423062.67810222215","5542584.707543186"
"1883217580","234","423061.1869353674","5542538.267638053"
"2439648338","234","423086.52542188816","5542583.731029544"
"1552132937","234","423104.93540414004","5542576.249395652"
"2439177557","234","423021.00984450354","5542566.368333881"
"1552132946","234","423068.3341390301","5542628.363085905"
"1552132916","234","423084.96289609367","5542566.216493529"
"316800946","236","426441.79646729893","5544173.869548495"
"206374690","236","426459.0438289977","5544157.441281474"
"206374873","236","426498.36751509464","5544178.429956724"
"986212435","236","426514.15883465606","5544142.005276425"
"316800852","236","426473.0232262196","5544121.541792719"
"280603465","238","424450.0058450143","5540819.583615308"
"3448211707","238","424448.86744985805","5540789.674751771"
"288925659","240","424205.4886016699","5547604.262783348"
"6251333136","242","422335.13900330703","5544139.686129287"
"535288338","244","414524.87420183467","5553546.527379577"
"451185250","246","423135.1542548626","5540453.822327945"
"1254314095","246","423144.9731069676","5540449.900516542"
"3379575854","248","430764.99650572386","5548187.3918848485"
"3379575855","248","430792.01036363485","5548235.59278753"
"2388638460","250","430534.0853976886","5547150.415740001"
"2388638457","250","430556.37785535667","5547123.860220014"
"2388638455","250","430524.91619593394","5547088.094999317"
"2388638456","250","430488.65752702137","5547112.774988652"
"7113908301","252","438006.62471326714","5548821.098147656"
"31349996","254","424245.48561065865","5544909.804061692"
"6404787370","254","424203.27576114266","5544957.296897319"
"288184007","256","427413.9552418892","5541289.098026785"
"525336388","256","427453.8667103936","5541306.761105344"
"4485876485","256","427451.6891199432","5541347.0013689585"
"525336387","256","427412.77146322175","5541324.93234991"
"7442960722","258","428743.8234729084","5548852.4197856495"
"1922626433","258","428757.84996242553","5548888.073498142"
"322750827","258","428737.55676459975","5548865.358439941"
"32063364","258","428775.13468755386","5548870.2840922205"
"213609949","258","428747.65488731384","5548896.149346012"
"1702742729","258","428593.17153034406","5548869.443448584"
"1702742681","258","428569.3054108493","5548821.967337441"
"1702742712","258","428529.67213529313","5548846.895306004"
"1702742760","258","428556.7843782057","5548894.194397849"
"3413084728","260","424497.0604627052","5538442.24611213"
"6410387108","262","423645.11969909776","5541879.851751794"
"6410387109","262","423638.40923942806","5541882.038078839"
"551552208","264","424636.831961992","5539785.494752633"
"288045248","264","424637.2518120381","5539794.963380636"
"4298096926","266","426807.0798398746","5541922.560830828"
"261998667","266","426891.121431213","5541816.515261708"
"1885007652","266","426794.05593595834","5541939.363676137"
"1035710626","266","426776.3463172052","5541933.078208409"
"1890503298","266","426883.64929280354","5541864.801412053"
"207480749","268","429733.69094346586","5547290.137617987"
"206371161","268","429671.24471978366","5547299.143291373"
"206371168","268","429714.74052091734","5547222.6978747165"
"206371157","268","429655.69162177073","5547233.226999585"
"2410202529","270","427595.39447781007","5546754.570861249"
"2410202497","270","427620.05365317425","5546643.623131205"
"2410202539","270","427551.48996120866","5546787.870479378"
"697979889","270","427636.20608894975","5546619.629255425"
"2410202469","270","427600.97583983664","5546608.029499715"
"2410202468","270","427638.21426072967","5546586.074311705"
"264330626","272","433128.80142823147","5549648.75382749"
"1351281131","274","434270.1458630143","5546183.549348371"
"265531218","274","434269.88935081346","5546194.127632033"
"4279928243","276","427732.58366070385","5547304.11604955"
"4279928242","276","427703.56749610614","5547279.609971001"
"261708618","278","425000.8664193914","5544704.842946987"
"2481954058","280","420948.97376219486","5547154.037584881"
"206348682","280","420943.6246952995","5547126.281661278"
"2501124939","282","419432.62061540945","5551773.418227903"
"535162747","282","419450.5976418878","5551787.07021233"
"2520446095","284","425963.6719735022","5547216.161680796"
"4382502724","284","426004.7065313831","5547277.912324968"
"2520445967","284","425940.9292324093","5547211.172260436"
"316292135","284","425995.9671687274","5547290.788412818"
"2520445966","284","425939.35010692256","5547227.374338481"
"2520445654","284","426000.6456409464","5547298.385612292"
"207513551","284","425950.7894741248","5547223.412690994"
"227455261","286","423619.2134188403","5548984.983898605"
"1301681160","286","423625.60885732074","5548981.411739621"
"1301681101","286","423657.9720776293","5548853.852373291"
"340379711","288","419256.48300841823","5553514.869312339"
"206343893","290","420694.35857539915","5548965.154868711"
"4349714995","290","420659.4450992405","5548910.425510073"
"1504913951","290","420766.81879611645","5548975.867780199"
"1406360100","290","420747.4767999242","5548967.046788243"
"206343920","290","420726.0906380888","5548914.974398655"
"206343915","290","420676.5753156302","5548918.2003185265"
"1798887566","292","428299.12147349445","5540643.9805242205"
"623520634","292","428285.5547545465","5540665.245989355"
"287576353","292","428344.9551694587","5540666.597323698"
"623520650","292","428304.85692800424","5540690.775329953"
"623520642","292","428334.0375877736","5540657.713780138"
"287672955","292","428267.7810049214","5540655.94283729"
"623520643","292","428323.4829445506","5540675.958644185"
"2997313492","294","423413.5517558326","5541200.808621075"
"2997313495","294","423441.7920894037","5541224.013564747"
"2997313497","294","423391.75428594433","5541230.311474876"
"2997313498","294","423418.50309261883","5541252.937125777"
"2482951695","296","425063.3613247916","5548377.561517165"
"6946699291","296","425045.35960536887","5548370.029646666"
"2482951707","296","425049.56154600467","5548406.368036532"
"316696388","296","425041.70586107846","5548390.631539806"
"1849485829","298","434370.5502660405","5540390.832264515"
"2959331778","300","428463.5999553358","5548485.234890241"
"2959331793","300","428469.76707730355","5548534.893504462"
"2959331787","300","428437.1349969001","5548522.2751666615"
"2959331782","300","428496.3551102363","5548499.553153702"
"1709355396","302","426979.43839300534","5548658.793095572"
"1709355402","302","427023.7778116554","5548682.841258641"
"5762553483","302","426994.8442228023","5548698.660470125"
"226841632","304","422321.58172587154","5547113.210759552"
"323811033","306","429292.7031709283","5546828.012154477"
"1615671340","306","429325.544356826","5546764.337105281"
"322694900","306","429294.7020194185","5546769.704511955"
"1690275172","306","429326.0608567888","5546823.445496545"
"207435063","308","423846.06448405783","5547380.032903382"
"258237436","308","423730.787082715","5547363.972512589"
"258237434","308","423757.65522474295","5547337.934190486"
"261678744","308","423848.0242328354","5547347.28841666"
"3016771482","310","422608.88680966664","5542553.827557211"
"2090492524","312","433103.5107444308","5538479.617707074"
"282001822","312","433105.7048739873","5538485.984283611"
"34805993","314","424450.9386834814","5545279.189134665"
"32122182","314","424422.3912142393","5545317.590988525"
"261708619","314","424521.3128587242","5545418.291097787"
"258237443","314","424496.5699781738","5545454.848491953"
"1894287220","314","424529.24790342874","5545434.181461565"
"322061031","316","423831.2828449195","5542418.587395923"
"2374339775","316","423876.9027562473","5542521.013852547"
"629106149","316","423699.21040814894","5542479.617536679"
"370953758","316","423704.5167945169","5542488.037931987"
"272504124","316","423843.2132997935","5542414.269762615"
"322060945","316","423826.79074673774","5542405.96289156"
"226056445","316","423838.5752946201","5542401.458277107"
"2374339779","316","423871.71896297496","5542535.299470385"
"2452612526","316","423703.4549189821","5542455.748190112"
"1863706721","318","424621.8812868623","5545654.3945818255"
"5149109596","318","424732.1426044218","5545689.639342284"
"207469736","318","424712.85285084334","5545687.397614931"
"3100282646","318","424560.9297122858","5545579.423563241"
"1333991780","318","424619.647072184","5545625.4016950475"
"278213733","318","424715.6178302181","5545659.023799158"
"3100282647","318","424635.0077610836","5545626.197193148"
"3100282645","318","424544.0347413919","5545580.006614044"
"3100282668","318","424732.01134226355","5545692.521384828"
"3100282667","318","424866.42389329843","5545686.339033899"
"3100282662","318","424884.21585771575","5545675.224462135"
"3100282678","318","424900.1180929248","5545698.2873465475"
"322053521","320","425418.9407551154","5542331.0043989215"
"288029205","320","425436.9106669086","5542336.91479313"
"288029201","320","425451.772304843","5542214.250574564"
"207522810","322","426536.081572223","5548108.26051886"
"2410419049","322","426543.3120611671","5548065.792410541"
"5332070433","322","426592.4501867809","5548103.1934985155"
"207522804","322","426564.65736680187","5548137.603739464"
"207522798","322","426558.82263270265","5548079.602070981"
"2410419058","322","426596.54462946433","5548098.077480269"
"207522801","322","426585.8057560107","5548112.814947995"
"2410419065","322","426519.8378983051","5548138.975970279"
"5330425661","322","426577.6936018383","5548144.775210748"
"527606474","324","451284.53467157256","5535343.27673254"
"3154927665","324","451285.42184831196","5535334.3510970175"
"316801098","326","427228.4540134427","5544150.9369272385"
"5784993833","328","427303.6688704127","5546138.370602865"
"5784993832","328","427301.456129471","5546162.009140123"
"2260423982","330","427662.7178990828","5544970.818788138"
"2260423977","330","427665.7662735158","5544942.620996756"
"2260423979","330","427640.0976372814","5544948.450427871"
"286868988","332","432616.33173690643","5549175.693355007"
"699818818","334","432803.5920946783","5537654.889482092"
"2377094000","336","432587.6860881318","5543236.183283078"
"2377093992","336","432602.9677358744","5543216.097108172"
"2377094001","336","432648.6304704335","5543239.7751343725"
"2377094007","336","432629.483181802","5543261.155274507"
"243780700","338","429420.8395733019","5550012.220574848"
"3768888663","340","428898.0508107068","5540927.067844404"
"1810655742","342","421541.1831079902","5542149.767448761"
"1912873692","342","421639.5450249873","5542194.254905687"
"1810655739","342","421550.65105908515","5542137.340526826"
"245482839","342","421632.04095251806","5542207.731617619"
"987386340","344","428889.6081241148","5549505.452561543"
"1301798237","344","428987.8906104022","5549521.259323452"
"1798898457","346","423351.9037492445","5547078.022338976"
"1079816552","346","423406.1000298688","5547097.540578007"
"1079816490","346","423298.9416333152","5547107.139305377"
"258234547","348","422029.0763925374","5547449.596997294"
"262066287","350","424818.60482669936","5547891.253124173"
"2486969494","350","424810.2901932256","5547893.861075214"
"283832948","352","417442.20325997344","5548599.385458786"
"1414372514","354","416875.62947538955","5551287.62419981"
"262388189","354","416868.44441252766","5551279.995884013"
"1751465787","356","425871.62145746447","5544676.405067276"
"206374888","356","425889.40850409394","5544689.358533354"
"966737580","358","430360.8875319956","5547978.233496609"
"525336386","360","429138.0855560015","5540082.159179327"
"1063974278","360","429160.29950631567","5540105.851562236"
"525336384","360","429122.3915775058","5540111.457030316"
"322679804","362","428446.82753027533","5549635.890552209"
"240977613","364","421503.68088320945","5546703.162801484"
"2271612014","366","428704.8265486732","5549567.854036282"
"2271611969","366","428714.4626876803","5549538.367785505"
"2271612007","366","428736.1142944079","5549561.198046919"
"2271612033","366","428722.631373936","5549583.329450177"
"930262491","368","426708.9005083213","5545772.188919528"
"34806061","368","426667.7300594625","5545733.609618979"
"1505690070","368","426676.51400292525","5545716.363849222"
"1505690112","368","426663.3830931701","5545725.151032865"
"1267929163","370","422032.4100619735","5537340.582460459"
"1267929481","370","422018.0324660926","5537337.07728741"
"2086339172","372","414462.66393620364","5551854.579033013"
"34809131","374","444320.53057962365","5543446.329337425"
"1842424183","374","444320.61937472277","5543437.65515631"
